Motor_L,Motor_R,Visual,Prefrontal
0.4967141530112327,0.1521357200697951,-0.3324039718802205,-0.5811712895586681
-0.13826430117118466,-0.1753321242817141,-0.04325460470377892,-0.49695730408492683
0.6476885381006925,0.23356728898560408,0.13854614364236179,-0.4003667132616944
1.5230298564080254,1.1713907660912053,0.540921144203308,0.22561486944441378
-0.23415337472333597,-0.9564762352963498,-0.7302598565850804,-0.2435665673871665
-0.23413695694918055,-0.11369893045762802,0.24945624553382922,0.4923533576522968
1.5792128155073915,1.3428130833261724,-1.0363532526999093,0.4068737991089649
0.7674347291529088,0.3254840673526962,-0.16145533035132342,-0.8029641030775514
-0.4694743859349521,-0.13535496067174724,-0.33803179841276276,0.6102577381726314
0.5425600435859647,0.8362040920986933,0.4251754217528122,-0.3689390760961418
-0.46341769281246226,-1.0369289846381826,-0.08136811222405788,-0.226471376098225
-0.46572975357025687,-0.700960201961204,-0.7959274776421947,0.12628365343039527
0.24196227156603412,-0.10198900908379033,-0.44410410859530075,0.23651220150836158
-1.913280244657798,-2.002249448402674,-0.28331604415785616,0.0006135854019136966
-1.7249178325130328,-1.1343902208633785,-0.38451723743488475,-0.354664932630282
-0.5622875292409727,-0.5554748553639481,-0.40201956066606775,-0.8278317174843646
-1.0128311203344238,-0.9667123888085045,-0.44298311882287444,1.1198610736603938
0.3142473325952739,-0.5344347130567186,0.41093346509869927,0.26173235737487277
-0.9080240755212109,-0.5176532521093387,-0.44045110153884953,-0.4663477888435388
-1.4123037013352915,-1.6961615040763867,-0.32650636228159496,0.10982631560478295
1.465648768921554,1.2697745056898522,1.3780980478245821,0.7608751697196722
-0.22577630048653566,-0.08095908023027862,-0.7569965785392687,0.1891492148629147
0.06752820468792384,0.6016624123201957,-0.9124157248497445,1.7715400808956503
-1.4247481862134568,-1.7345641179290832,0.106845195156612,-0.7624842742639153
-0.5443827245251827,-1.6705301781747355,-0.4481980755520881,-0.4401857156222502
0.11092258970986608,0.1678240191548641,-0.13693424592933692,0.1259739942926711
-1.1509935774223028,-0.2581400682046159,-0.6207769045500177,0.2896637239378058
0.37569801834567196,0.8149218567695962,-0.054760466714621855,-0.9042946137950105
-0.600638689918805,-0.4266791203211339,0.6791413180644097,-1.6161446000010755
-0.2916937497932768,-0.4445941615771042,0.3427254793504043,-0.527658189351414
-0.6017066122293969,-0.1886015817400632,0.31077043349760913,-1.3844287162332596
1.8522781845089378,1.1850179769508096,-0.3376578909945352,0.44352933053562826
-0.013497224737933921,0.1790704667152439,-0.5782763132240214,0.3463508973953296
-1.0577109289559004,-0.6968662259458646,-1.6310815155338936,-1.0466085760689445
0.822544912103189,1.1232471382872626,-0.24018142812073917,-0.669760638905664
-1.2208436499710222,0.06614691308906218,0.23418286319862475,-0.43980144678766536
0.2088635950047554,0.3345004426255489,0.30024597687513654,0.6873258772325214
-1.9596701238797756,-1.8693050555808086,-0.502690656252017,-1.970349456513539
