Motor_L,Motor_R,Visual,Prefrontal,Limbic
-1.0856306033005612,-1.5093346077866876,-0.8424053689546097,0.8507041124890572,-1.3400538105439004
0.9973454465835858,0.5371977102138916,0.8688842985697229,-1.6575632436081422,-0.7441178428482651
0.28297849805199204,0.5835576853484983,0.23773717382699172,-0.37722815102903084,-0.01211090388567762
-1.506294713918092,-1.0973541861923835,-0.9425066794788639,1.1333600698059285,-2.070416939348095
-0.5786002519685364,-0.9768503639616386,-0.5897543862096081,0.6559662263982332,-0.4682716371729657
1.651436537097151,1.3520608342339113,0.9405752636691374,-0.7138339929985587,-2.2357257131970014
-2.426679243393074,-2.0449651425764457,-0.986274013545357,1.8688938758221116,-5.018657131840705
-0.42891262885617726,-0.26827338856735145,-0.3881486608030148,-0.12398525058219151,-0.9660908862680875
1.265936258705534,0.6511924736724658,0.8629785845196558,-0.9463837564212247,-1.7424694960708116
-0.8667404022651017,-0.7020634573894392,-0.8554622959663172,1.3382931904912492,-0.37976037989615696
-0.6788861516220543,-0.7933533257072193,-0.5259101056024181,1.0621104123706016,0.1792602647191795
-0.09470896893689112,0.27436229944057183,-0.2336544517355,-0.062228649643582476,-0.38316702126396224
1.4913896261242878,1.282196731716548,0.8735144441909968,-1.0840038195948138,-2.1369997698786927
-0.638901996684651,-0.46722555588950476,-0.43900994131914295,0.7276201671665544,-1.5804019417450332
-0.44398195964606546,-0.43231994592579115,-0.3574006810355972,-0.06650889873564347,-0.4301504927714547
-0.43435127561851733,-0.19098280996121195,-0.25573936345929316,0.3445014394397046,0.8262763773398157
2.2059300827254558,1.7549162481499956,0.9280514150845048,-1.133750111934962,-4.870102005573366
2.1867860889737867,2.1685834684801004,0.9195945976997307,-1.933808239656389,-5.758959676252993
1.004053897878877,1.2663373540932021,0.8808539235731059,-0.15733435605328705,-0.5566784842816201
0.386186399174856,0.8982359536294053,0.38311481228457994,-0.29730301708647333,-0.1965830509125814
0.7373685758962422,1.1387686015937597,0.83525359233073,-0.7308602252443773,-0.2708070796087564
1.490732028150799,1.1808222752305768,0.8114075464189674,-1.7072543093576016,-2.025268052648318
-0.9358338684023914,-0.669105564521578,-0.6599720916514986,0.8042091157284968,-0.7624227254536087
1.1758290447821034,1.300495311599384,0.8897403007268387,-0.6897157687896855,-1.78804148700296
-1.2538806677490124,-0.951479144369304,-0.7302366968139112,0.37060683151637597,-2.3833447607758305
-0.6377515024534103,-0.3479328119917028,-0.5009738196623608,-0.486172130465539,-0.362509973368908
0.9071051958003012,0.943577760298169,0.7908080547771121,-0.8043076134141802,-0.36953205189510074
-1.428680700225969,-1.4493892525337424,-0.8738010596139927,0.4020328817081551,-2.4498807253481782
-0.1400687201886661,-0.0639286821406707,-0.040439917722512486,-0.6811754837333985,-0.40486180615139067
-0.8617548958596855,-0.5215433958837578,-0.7434754362394229,0.5927708080195272,-0.5036055505722976
-0.2556193705305969,-0.09157581550830687,-0.15678190601724598,0.05024465619223012,0.8831789256996477
-2.7985891054607244,-2.8476362464676455,-0.8039106623632624,1.6060523433809986,-6.961372674563959
-1.771533104509847,-1.8576652770838396,-1.0127578721593766,0.8236162193971341,-3.6679609302219514
-0.6998772345979173,-0.7526619961607315,-0.5325981259401898,0.6121163139572472,-0.17506316307591113
0.9274624317585825,0.773272138119414,0.773656216202157,-0.5877332161950143,-0.7708247896599592
-0.1736356827902158,-0.10909014599003722,-0.2650625586436206,0.602118507307428,0.1922050652947007
0.0028459158968110196,-0.2905670266841392,0.014112496248063629,-0.07116659893979771,-0.04328935190161159
0.688222711102285,0.8578871902239438,0.6875432516456227,-1.2794214527806527,-0.7214679559303901
-0.8795363430090519,-1.348852005989142,-0.6289119613547388,0.33329078184380767,-0.19061012694302515
0.283627323807291,0.41387509730773125,0.19021600854259732,-0.5920922559387433,-0.5441525597914467
-0.8053665180656158,-0.5728698379730478,-0.6387640622270484,0.49317674907307096,-0.4947650231280738
-1.7276694941206072,-1.361672948468567,-0.8907904886973621,0.6621494677931083,-2.1488707798162947
-0.390899793755101,-1.2719061042569908,-0.2796595809383852,-0.28205623863003515,-0.15561985837867504
0.5738058624050577,0.11164263083970966,0.5238899713231551,-0.9086180265357162,-0.027605221411789282
0.3385890509998015,0.198921340677715,0.27055800224559523,-0.36785705382875383,0.5056089935328105
-0.01183049447881976,0.0398371663105202,0.10040462685203555,0.2599990198553755,-0.42331204676477613
2.392365265937726,2.1287113187183655,0.8762724535850138,-1.854113701947803,-6.247660111326403
0.4129121603087788,0.12749696428671042,0.3275165306281397,-0.4443061156924468,-0.6164983180674233
0.9787360059373466,1.2657756013744839,0.8297311627633877,-0.13003315524514203,0.06686438048955257
2.2381433384979528,2.111537854524978,1.0108045782130763,-1.048225596417288,-5.19953788483802
-1.2940853231612488,-1.2831032664920776,-0.8450057658313036,0.8490354775296507,-1.6335322202067886
-1.0387882102049535,-1.2311808482861468,-0.8574126513597743,0.38688431236412596,-1.3777857585045803
1.7437122251229307,1.5898049895858162,1.0323303321919262,-0.9489754949772325,-3.432856854611058
-0.7980627352410625,-0.34064632948655515,-0.6051060956964653,0.5600190099437223,-0.8452878029836131
0.02968323030333022,0.037268855500186826,0.22513356744123397,0.5151381019891762,0.5834535388202657
1.0693159694243486,0.9527701425304801,0.8592391443507381,-0.6272670920373331,-0.9820835043093985
0.8907063912931708,0.8215204705573157,0.5733683554110748,-0.8946139386253787,-0.5333143873067063
1.7548861819811095,1.6155823240887752,0.9524534205987836,-1.4920544256889785,-3.290719508526367
1.4956441370334692,1.2761237509397854,0.89549185685287,-0.7004466682295545,-1.869952657758894
1.0693926697057368,0.6705969011547052,0.7735484295075634,-0.9159335438941423,-0.9470847034495902
-0.7727087142471915,-0.23673355008732866,-0.6683904443992885,0.20399297143347583,-1.2662151254586596
0.7948626677932181,0.9066241816918181,0.6776316434723813,0.16387715674484327,-0.39776274875846473
0.31427199450686705,0.9179848140058839,0.2304073478781054,-0.6733898316090199,-0.6172617906513391
-1.326265459940456,-1.0443721313561483,-1.0273004822379164,0.40751625376418743,-1.2854049683559219
1.4172990464768525,1.206181558778132,0.9298715207928108,-0.8168739345397367,-2.012663069320802
0.8072365345785665,0.44276187687162466,0.777538166306415,-0.7569517494173104,-1.1037329001830058
0.045490080631097156,-0.05805765908432198,0.09149112058478265,0.10119258099282395,0.25047592224641024
-0.2330920609844135,-0.5556657404106785,-0.19943879057673708,0.03184445040473027,-0.5253690232910104
